日付,時刻,外気温度,法線面直達日射,水平面天空日射,夜間放射量,絶対湿度
那覇,,[℃],[W/m2],[W/m2],[W/m2],[g/kg']
1月1日,1,19.1,0.0000000000000000,0.0000000000000000,22.2222222222222000,11.3000000000000000
1月1日,2,19.7,0.0000000000000000,0.0000000000000000,22.2222222222222000,10.9000000000000000
1月1日,3,19.9,0.0000000000000000,0.0000000000000000,22.2222222222222000,10.9000000000000000
1月1日,4,20.3,0.0000000000000000,0.0000000000000000,16.6666666666667000,11.2000000000000000
1月1日,5,19.4,0.0000000000000000,0.0000000000000000,19.4444444444444000,12.1000000000000000
1月1日,6,20.9,0.0000000000000000,0.0000000000000000,19.4444444444444000,11.0000000000000000
1月1日,7,21.3,0.0000000000000000,0.0000000000000000,13.8888888888889000,10.9000000000000000
1月1日,8,20,2.7777777777777800,13.8888888888889000,13.8888888888889000,12.0000000000000000
1月1日,9,19.7,13.8888888888889000,58.3333333333333000,11.1111111111111000,12.8000000000000000
1月1日,10,20.2,44.4444444444444000,141.6666666666670000,11.1111111111111000,13.2000000000000000
1月1日,11,21.2,58.3333333333333000,194.4444444444440000,30.5555555555556000,13.8000000000000000
1月1日,12,20.6,0.0000000000000000,119.4444444444440000,11.1111111111111000,13.8000000000000000
1月1日,13,18.8,13.8888888888889000,111.1111111111110000,11.1111111111111000,12.8000000000000000
1月1日,14,19.2,16.6666666666667000,136.1111111111110000,27.7777777777778000,12.2000000000000000
1月1日,15,19.8,13.8888888888889000,102.7777777777780000,30.5555555555556000,10.1000000000000000
1月1日,16,19.6,13.8888888888889000,61.1111111111111000,30.5555555555556000,11.5000000000000000
1月1日,17,19.7,22.2222222222222000,30.5555555555556000,30.5555555555556000,11.5000000000000000
1月1日,18,19.2,0.0000000000000000,0.0000000000000000,22.2222222222222000,11.5000000000000000
1月1日,19,18.9,0.0000000000000000,0.0000000000000000,13.8888888888889000,11.6000000000000000
1月1日,20,18.6,0.0000000000000000,0.0000000000000000,13.8888888888889000,11.8000000000000000
1月1日,21,18.4,0.0000000000000000,0.0000000000000000,16.6666666666667000,11.4000000000000000
1月1日,22,18.4,0.0000000000000000,0.0000000000000000,19.4444444444444000,11.1000000000000000
1月1日,23,18.5,0.0000000000000000,0.0000000000000000,19.4444444444444000,10.9000000000000000
1月1日,24,18.7,0.0000000000000000,0.0000000000000000,19.4444444444444000,10.2000000000000000
1月2日,1,18.4,0.0000000000000000,0.0000000000000000,22.2222222222222000,10.4000000000000000
1月2日,2,18.2,0.0000000000000000,0.0000000000000000,22.2222222222222000,10.5000000000000000
1月2日,3,18.3,0.0000000000000000,0.0000000000000000,25.0000000000000000,10.2000000000000000
1月2日,4,18.5,0.0000000000000000,0.0000000000000000,27.7777777777778000,9.8000000000000000
1月2日,5,18.4,0.0000000000000000,0.0000000000000000,30.5555555555556000,9.7000000000000000
1月2日,6,18.5,0.0000000000000000,0.0000000000000000,30.5555555555556000,9.5000000000000000
1月2日,7,18.2,0.0000000000000000,0.0000000000000000,30.5555555555556000,9.7000000000000000
1月2日,8,18.2,8.3333333333333300,22.2222222222222000,33.3333333333333000,9.6000000000000000
1月2日,9,18.5,33.3333333333333000,80.5555555555555000,33.3333333333333000,9.4000000000000000
1月2日,10,18.6,33.3333333333333000,127.7777777777780000,33.3333333333333000,9.3000000000000000
1月2日,11,19,33.3333333333333000,163.8888888888890000,33.3333333333333000,9.1000000000000000
1月2日,12,19.1,38.8888888888889000,205.5555555555560000,33.3333333333333000,8.8000000000000000
1月2日,13,19.3,141.6666666666670000,263.8888888888890000,41.6666666666667000,9.1000000000000000
1月2日,14,19.5,69.4444444444444000,211.1111111111110000,36.1111111111111000,9.1000000000000000
1月2日,15,19.2,77.7777777777778000,166.6666666666670000,33.3333333333333000,9.0000000000000000
1月2日,16,19.1,94.4444444444444000,113.8888888888890000,38.8888888888889000,8.9000000000000000
1月2日,17,18.7,105.5555555555560000,47.2222222222222000,44.4444444444444000,8.2000000000000000
1月2日,18,18.5,0.0000000000000000,2.7777777777777800,41.6666666666667000,9.0000000000000000
1月2日,19,18.3,0.0000000000000000,0.0000000000000000,41.6666666666667000,8.7000000000000000
1月2日,20,18.1,0.0000000000000000,0.0000000000000000,41.6666666666667000,8.5000000000000000
1月2日,21,18,0.0000000000000000,0.0000000000000000,41.6666666666667000,8.5000000000000000
1月2日,22,17.6,0.0000000000000000,0.0000000000000000,38.8888888888889000,8.9000000000000000
1月2日,23,17.5,0.0000000000000000,0.0000000000000000,38.8888888888889000,9.0000000000000000
1月2日,24,17.7,0.0000000000000000,0.0000000000000000,38.8888888888889000,8.5000000000000000
1月3日,1,17.1,0.0000000000000000,0.0000000000000000,38.8888888888889000,8.4000000000000000
1月3日,2,16.8,0.0000000000000000,0.0000000000000000,36.1111111111111000,8.4000000000000000
1月3日,3,16.9,0.0000000000000000,0.0000000000000000,36.1111111111111000,8.3000000000000000
1月3日,4,16.7,0.0000000000000000,0.0000000000000000,36.1111111111111000,8.3000000000000000
1月3日,5,16.7,0.0000000000000000,0.0000000000000000,36.1111111111111000,8.2000000000000000
1月3日,6,16.8,0.0000000000000000,0.0000000000000000,33.3333333333333000,8.2000000000000000
1月3日,7,17,0.0000000000000000,0.0000000000000000,36.1111111111111000,8.2000000000000000
1月3日,8,17.2,19.4444444444444000,25.0000000000000000,33.3333333333333000,8.2000000000000000
1月3日,9,17.7,38.8888888888889000,86.1111111111111000,33.3333333333333000,8.7000000000000000
1月3日,10,18.8,63.8888888888889000,155.5555555555560000,33.3333333333333000,8.9000000000000000
