日付,時刻,外気温度,法線面直達日射,水平面天空日射,夜間放射量,絶対湿度
長野,,[℃],[W/m2],[W/m2],[W/m2],[g/kg']
1月1日,1,-1.4,0.0000000000000000,0.0000000000000000,22.2222222222222000,3.2000000000000000
1月1日,2,-1.7,0.0000000000000000,0.0000000000000000,27.7777777777778000,2.8000000000000000
1月1日,3,-1.5,0.0000000000000000,0.0000000000000000,30.5555555555556000,3.0000000000000000
1月1日,4,-1.8,0.0000000000000000,0.0000000000000000,33.3333333333333000,3.2000000000000000
1月1日,5,-1.2,0.0000000000000000,0.0000000000000000,36.1111111111111000,2.9000000000000000
1月1日,6,-1,0.0000000000000000,0.0000000000000000,38.8888888888889000,2.5000000000000000
1月1日,7,-1.5,0.0000000000000000,5.5555555555555600,38.8888888888889000,2.7000000000000000
1月1日,8,-1.8,50.0000000000000000,41.6666666666667000,41.6666666666667000,3.1000000000000000
1月1日,9,-1,250.0000000000000000,111.1111111111110000,63.8888888888889000,2.9000000000000000
1月1日,10,-0.2,722.2222222222220000,88.8888888888889000,86.1111111111111000,2.9000000000000000
1月1日,11,0.8,327.7777777777780000,183.3333333333330000,72.2222222222222000,2.8000000000000000
1月1日,12,1.7,258.3333333333330000,197.2222222222220000,69.4444444444444000,2.5000000000000000
1月1日,13,1.1,194.4444444444440000,183.3333333333330000,63.8888888888889000,2.4000000000000000
1月1日,14,1.2,41.6666666666667000,111.1111111111110000,47.2222222222222000,2.5000000000000000
1月1日,15,1.2,97.2222222222222000,86.1111111111111000,55.5555555555556000,2.7000000000000000
1月1日,16,0.5,52.7777777777778000,27.7777777777778000,55.5555555555556000,2.7000000000000000
1月1日,17,-0.5,0.0000000000000000,0.0000000000000000,58.3333333333333000,2.7000000000000000
1月1日,18,-1.3,0.0000000000000000,0.0000000000000000,58.3333333333333000,2.5000000000000000
1月1日,19,-1.6,0.0000000000000000,0.0000000000000000,63.8888888888889000,2.5000000000000000
1月1日,20,-2.2,0.0000000000000000,0.0000000000000000,63.8888888888889000,2.6000000000000000
1月1日,21,-2.3,0.0000000000000000,0.0000000000000000,69.4444444444444000,2.5000000000000000
1月1日,22,-3,0.0000000000000000,0.0000000000000000,69.4444444444444000,2.6000000000000000
1月1日,23,-3,0.0000000000000000,0.0000000000000000,72.2222222222222000,2.7000000000000000
1月1日,24,-2.4,0.0000000000000000,0.0000000000000000,77.7777777777778000,2.5000000000000000
1月2日,1,-2.3,0.0000000000000000,0.0000000000000000,80.5555555555555000,2.2000000000000000
1月2日,2,-3.5,0.0000000000000000,0.0000000000000000,80.5555555555555000,2.3000000000000000
1月2日,3,-4.1,0.0000000000000000,0.0000000000000000,83.3333333333333000,2.5000000000000000
1月2日,4,-4.2,0.0000000000000000,0.0000000000000000,86.1111111111111000,2.3000000000000000
1月2日,5,-4.3,0.0000000000000000,0.0000000000000000,88.8888888888889000,2.3000000000000000
1月2日,6,-4,0.0000000000000000,0.0000000000000000,91.6666666666667000,2.3000000000000000
1月2日,7,-4.2,0.0000000000000000,8.3333333333333300,94.4444444444444000,2.1000000000000000
1月2日,8,-3.3,511.1111111111110000,41.6666666666667000,97.2222222222222000,2.1000000000000000
1月2日,9,-1.4,730.5555555555560000,61.1111111111111000,97.2222222222222000,2.5000000000000000
1月2日,10,0.5,844.4444444444440000,63.8888888888889000,100.0000000000000000,2.5000000000000000
1月2日,11,2.2,880.5555555555560000,66.6666666666667000,102.7777777777780000,2.7000000000000000
1月2日,12,3.3,888.8888888888890000,69.4444444444444000,102.7777777777780000,2.9000000000000000
1月2日,13,4.2,872.2222222222220000,66.6666666666667000,105.5555555555560000,2.7000000000000000
1月2日,14,5,813.8888888888890000,63.8888888888889000,105.5555555555560000,2.8000000000000000
1月2日,15,6,650.0000000000000000,61.1111111111111000,108.3333333333330000,2.9000000000000000
1月2日,16,5.5,408.3333333333330000,36.1111111111111000,105.5555555555560000,2.8000000000000000
1月2日,17,3.2,0.0000000000000000,0.0000000000000000,100.0000000000000000,3.0000000000000000
1月2日,18,1.8,0.0000000000000000,0.0000000000000000,97.2222222222222000,3.0000000000000000
1月2日,19,0.6,0.0000000000000000,0.0000000000000000,94.4444444444444000,3.2000000000000000
1月2日,20,0.9,0.0000000000000000,0.0000000000000000,94.4444444444444000,3.0000000000000000
1月2日,21,-0.4,0.0000000000000000,0.0000000000000000,91.6666666666667000,3.0000000000000000
1月2日,22,-0.9,0.0000000000000000,0.0000000000000000,88.8888888888889000,3.0000000000000000
1月2日,23,-1.7,0.0000000000000000,0.0000000000000000,86.1111111111111000,3.0000000000000000
1月2日,24,-1.5,0.0000000000000000,0.0000000000000000,86.1111111111111000,3.0000000000000000
1月3日,1,-1.6,0.0000000000000000,0.0000000000000000,86.1111111111111000,2.7000000000000000
1月3日,2,-1.9,0.0000000000000000,0.0000000000000000,86.1111111111111000,2.9000000000000000
1月3日,3,-3,0.0000000000000000,0.0000000000000000,83.3333333333333000,2.8000000000000000
1月3日,4,-3.2,0.0000000000000000,0.0000000000000000,80.5555555555555000,2.8000000000000000
1月3日,5,-2.5,0.0000000000000000,0.0000000000000000,80.5555555555555000,2.8000000000000000
1月3日,6,-3.5,0.0000000000000000,0.0000000000000000,77.7777777777778000,2.7000000000000000
1月3日,7,-3.5,0.0000000000000000,5.5555555555555600,77.7777777777778000,2.7000000000000000
1月3日,8,-3.1,336.1111111111110000,50.0000000000000000,77.7777777777778000,2.9000000000000000
1月3日,9,-1.7,647.2222222222220000,72.2222222222222000,91.6666666666667000,2.9000000000000000
