áXâÆãvìá (819)-A1,,,,
äOãCâ∑[Åé],ñ@ê¸ñ íºíBì˙éÀó (Watanabe)[MJ/hm2],êÖïΩñ ìVãÛì˙éÀó (Watanabe)[MJ/hm2],ëæózçÇìxäp[Åã],ëæózï˚à äp[Åã]
12.3,0,0,0,0
12.7,0,0,0,0
11.7,0,0,0,0
12.1,0,0,0,0
11.7,0,0,0,0
12,0,0,0,0
11.3,0,0,0,0
11.8,0.06,0.07,7.8,-57.5
12.5,0.03,0.17,18.1,-48.1
13,0.03,0.24,26.8,-36.5
12.8,0.02,0.3,33.2,-22.3
13.6,0.01,0.32,36.4,-5.9
14.2,0.03,0.31,35.8,11.1
14.6,0.03,0.27,31.5,26.9
14.8,0.03,0.22,24.3,40.3
14.8,0.04,0.14,15.1,51.2
14.8,0.06,0.04,4.4,60
14.9,0,0,0,0
15,0,0,0,0
14.9,0,0,0,0
14.6,0,0,0,0
14.6,0,0,0,0
14.5,0,0,0,0
13.5,0,0,0,0
12.8,0,0,0,0
12.1,0,0,0,0
11.8,0,0,0,0
11.3,0,0,0,0
11.9,0,0,0,0
11.8,0,0,0,0
11.7,0,0,0,0
12.4,0.13,0.1,7.7,-57.6
13.1,0.25,0.29,18.1,-48.2
13.9,0.41,0.49,26.8,-36.6
15.4,0.98,0.61,33.2,-22.5
15,0.4,0.68,36.4,-6.1
13.2,0.03,0.29,35.9,11
12,0,0.18,31.7,26.9
12.2,0.01,0.14,24.5,40.3
12.4,0.02,0.09,15.2,51.1
11.1,0.02,0.03,4.5,60
11.7,0,0,0,0
10.2,0,0,0,0
11.3,0,0,0,0
11.5,0,0,0,0
11.3,0,0,0,0
12.3,0,0,0,0
12.2,0,0,0,0
12,0,0,0,0
12,0,0,0,0
11.9,0,0,0,0
11.8,0,0,0,0
11.9,0,0,0,0
11.5,0,0,0,0
11.5,0,0,0,0
11.7,0.45,0.13,7.7,-57.8
11.9,1.14,0.3,18.1,-48.3
12.5,1.87,0.32,26.8,-36.8
13,1.99,0.38,33.3,-22.6
13.1,2.02,0.41,36.5,-6.2
13,2.02,0.4,36,10.9
13,1.96,0.37,31.8,26.8
13.1,1.79,0.31,24.6,40.2
12.4,1.34,0.23,15.3,51.1
12.2,0.22,0.06,4.7,60.1
12.3,0,0,0,0
12.3,0,0,0,0
11.8,0,0,0,0
10.5,0,0,0,0
9.9,0,0,0,0
11.5,0,0,0,0
13,0,0,0,0
13,0,0,0,0
12.8,0,0,0,0
12.6,0,0,0,0
12.7,0,0,0,0
12.5,0,0,0,0
12.4,0,0,0,0
12.6,0,0,0,0
13.3,0.06,0.07,7.7,-57.9
13.1,0.03,0.17,18.1,-48.5
14.6,0.03,0.24,26.9,-36.9
15.2,0.05,0.34,33.3,-22.8
15.7,0.02,0.33,36.6,-6.4
15.1,0.02,0.31,36.1,10.8
15.5,0.03,0.28,31.9,26.7
15.6,0.02,0.23,24.8,40.2
15.7,0.05,0.14,15.5,51.1
15.7,0.06,0.04,4.8,60.1
15.8,0,0,0,0
16.1,0,0,0,0
