áUëÂîó (230),,,,
äOãCâ∑[Åé],ñ@ê¸ñ íºíBì˙éÀó (Watanabe)[MJ/hm2],êÖïΩñ ìVãÛì˙éÀó (Watanabe)[MJ/hm2],ëæózçÇìxäp[Åã],ëæózï˚à äp[Åã]
-3.5,0.16,0.04,1.1,-63.7
-1.9,0.43,0.22,11.0,-53.5
0.0,1.61,0.38,19.5,-41.8
2.4,2.98,0.25,26.2,-28.2
3.2,2.30,0.47,30.3,-12.8
3.5,2.34,0.48,31.2,3.6
3.5,3.06,0.26,28.8,19.8
3.7,2.86,0.25,23.6,34.4
3.2,2.30,0.23,16.0,47.1
2.6,1.06,0.13,6.8,58.1
1.1,0.00,0.00,0.0,0.0
0.1,0.00,0.00,0.0,0.0
-1.2,0.00,0.00,0.0,0.0
-1.2,0.00,0.00,0.0,0.0
-1.2,0.00,0.00,0.0,0.0
-1.6,0.00,0.00,0.0,0.0
-1.1,0.00,0.00,0.0,0.0
-1.4,0.00,0.00,0.0,0.0
-1.6,0.00,0.00,0.0,0.0
-1.5,0.00,0.00,0.0,0.0
-1.6,0.00,0.00,0.0,0.0
-1.8,0.00,0.00,0.0,0.0
-2.4,0.00,0.00,0.0,0.0
-2.2,0.00,0.00,0.0,0.0
-2.4,0.08,0.04,1.2,-63.9
-2.3,0.24,0.19,11.1,-53.7
-1.6,1.58,0.39,19.7,-42.0
-0.9,2.77,0.30,26.4,-28.4
-0.1,1.05,0.71,30.5,-12.9
0.1,2.92,0.33,31.4,3.6
-0.1,0.33,0.62,29.1,19.8
0.4,1.55,0.48,23.8,34.5
-0.1,0.44,0.34,16.2,47.2
-0.7,0.24,0.12,7.0,58.3
-1.2,0.00,0.00,0.0,0.0
-2.2,0.00,0.00,0.0,0.0
-2.3,0.00,0.00,0.0,0.0
-1.6,0.00,0.00,0.0,0.0
-2.1,0.00,0.00,0.0,0.0
-1.8,0.00,0.00,0.0,0.0
-2.5,0.00,0.00,0.0,0.0
-2.3,0.00,0.00,0.0,0.0
-3.9,0.00,0.00,0.0,0.0
-2.6,0.00,0.00,0.0,0.0
-4.5,0.00,0.00,0.0,0.0
-5.1,0.00,0.00,0.0,0.0
-6.7,0.00,0.00,0.0,0.0
-7.8,0.00,0.00,0.0,0.0
-8.1,0.16,0.04,1.3,-64.1
-8.2,0.36,0.22,11.3,-53.9
-6.1,1.82,0.36,19.9,-42.2
-2.8,3.01,0.25,26.6,-28.5
0.4,3.15,0.26,30.7,-13.0
1.3,3.16,0.27,31.7,3.5
1.4,1.34,0.65,29.3,19.8
2.2,2.93,0.24,24.0,34.6
2.2,2.40,0.22,16.4,47.4
0.8,0.47,0.14,7.2,58.4
-1.4,0.01,0.01,0.0,0.0
-2.4,0.00,0.00,0.0,0.0
-3.4,0.00,0.00,0.0,0.0
-3.3,0.00,0.00,0.0,0.0
-3.0,0.00,0.00,0.0,0.0
-3.0,0.00,0.00,0.0,0.0
-3.3,0.00,0.00,0.0,0.0
-3.0,0.00,0.00,0.0,0.0
-3.9,0.00,0.00,0.0,0.0
-3.7,0.00,0.00,0.0,0.0
-3.3,0.00,0.00,0.0,0.0
-3.2,0.00,0.00,0.0,0.0
-3.0,0.00,0.00,0.0,0.0
-3.0,0.00,0.00,0.0,0.0
-3.5,0.08,0.04,1.5,-64.4
-4.4,0.19,0.19,11.4,-54.1
-2.6,0.26,0.39,20.1,-42.4
-2.0,0.39,0.58,26.8,-28.7
-2.1,0.18,0.57,31.0,-13.2
