áTbä‚å©ëÚ (59)-A4,,,,
äOãCâ∑[Åé],ñ@ê¸ñ íºíBì˙éÀó (Watanabe)[MJ/hm2],êÖïΩñ ìVãÛì˙éÀó (Watanabe)[MJ/hm2],ëæózçÇìxäp[Åã],ëæózï˚à äp[Åã]
-0.8,0.09,0.4,26.7,-11.9
-1.1,0.07,0.41,27.4,4
-1.4,0.06,0.33,25.2,19.6
-1.8,0.04,0.24,20.2,34
-1.9,0.09,0.18,13.2,46.8
-2.2,0.09,0.06,4.5,58.2
-2.4,0,0,0,0
-3,0,0,0,0
-3.5,0,0,0,0
-3.8,0,0,0,0
-4.9,0,0,0,0
-5.9,0,0,0,0
-6.7,0,0,0,0
-5.8,0,0,0,0
-5.8,0,0,0,0
-5.4,0,0,0,0
-7.5,0,0,0,0
-7.8,0,0,0,0
-9.1,0,0,0,0
-8.8,0,0,0,0
-8.5,0.04,0.03,0,0
-7.2,0.31,0.18,9.2,-52.8
-5.8,2.24,0.31,17.1,-40.7
-5.4,3.08,0.29,23.3,-27.1
-3.9,3.22,0.3,26.9,-12
-2.5,2.79,0.41,27.7,4
-2.3,3.17,0.29,25.4,19.6
-2.6,1.39,0.48,20.5,34.1
-2.7,0.5,0.3,13.4,46.9
-2.8,0.28,0.09,4.7,58.3
-4.2,0,0,0,0
-5.9,0,0,0,0
-5.8,0,0,0,0
-6.2,0,0,0,0
-5.8,0,0,0,0
-6.1,0,0,0,0
-6.4,0,0,0,0
-6,0,0,0,0
-5.9,0,0,0,0
-6.4,0,0,0,0
-6.4,0,0,0,0
-6.3,0,0,0,0
-6.1,0,0,0,0
-6.4,0,0,0,0
-6.4,0.01,0.02,0,-63.8
-6.4,0.33,0.19,9.3,-53
-4.6,1.34,0.41,17.3,-40.9
-3.2,1.13,0.58,23.5,-27.2
-2.4,3.07,0.34,27.2,-12.1
-2.9,2.64,0.45,27.9,3.9
-1.6,0.65,0.65,25.7,19.7
-1.9,0.85,0.52,20.7,34.1
-2.4,0.39,0.3,13.6,47
-2.5,0.19,0.09,4.9,58.4
-3.6,0,0,0,0
-3.4,0,0,0,0
-3.5,0,0,0,0
-5.3,0,0,0,0
-6.8,0,0,0,0
-7.4,0,0,0,0
-7.3,0,0,0,0
-8.8,0,0,0,0
-8.6,0,0,0,0
-9,0,0,0,0
-9.5,0,0,0,0
-8.9,0,0,0,0
-6.8,0,0,0,0
-5.8,0,0,0,0
-6.9,0.04,0.03,0.2,-64
-5.8,0.22,0.18,9.5,-53.2
-5,1.66,0.39,17.5,-41.1
-4.8,2.05,0.47,23.7,-27.4
-3.8,3.34,0.28,27.4,-12.2
-3.6,3.34,0.29,28.2,3.9
-3.4,3.3,0.28,25.9,19.7
-3.7,3.04,0.25,21,34.2
-3.9,2.32,0.23,13.9,47.1
-4.8,0.83,0.11,5.1,58.5
-6,0,0,0,0
-6.8,0,0,0,0
-8.2,0,0,0,0
-9.2,0,0,0,0
-10.5,0,0,0,0
-11.1,0,0,0,0
-12.2,0,0,0,0
-12.5,0,0,0,0
-13,0,0,0,0
-14.8,0,0,0,0
-13.3,0,0,0,0
-12.6,0,0,0,0
-13.5,0,0,0,0
-12.8,0,0,0,0
-11.2,0.18,0.04,0.3,-64.2
-12,2.12,0.18,9.7,-53.4
-11.5,2.96,0.22,17.7,-41.3
-9.3,3.41,0.22,23.9,-27.5
-9,3.54,0.24,27.6,-12.3
-6.1,2.68,0.45,28.4,3.9
-7.4,2.18,0.51,26.2,19.7
-3.3,3.23,0.23,21.2,34.3
-3.4,2.54,0.22,14.1,47.2
-4,1.56,0.12,5.4,58.7
-5.4,0,0,0,0
-6.2,0,0,0,0
-6.4,0,0,0,0
-7.2,0,0,0,0
-7.6,0,0,0,0
-8.7,0,0,0,0
-11.1,0,0,0,0
-10.3,0,0,0,0
-9.9,0,0,0,0
-10.2,0,0,0,0
-10.1,0,0,0,0
-10.2,0,0,0,0
-10.6,0,0,0,0
-9.6,0,0,0,0
-9.4,0.01,0.02,0.5,-64.4
-8.4,0.06,0.11,9.9,-53.6
-8,0.03,0.19,17.9,-41.5
-7.6,0.03,0.28,24.1,-27.7
-7.3,0.03,0.32,27.9,-12.4
-6.3,0.02,0.33,28.7,3.8
-4.9,0.04,0.34,26.5,19.7
-3.7,0.07,0.31,21.5,34.4
-3.2,0.08,0.19,14.3,47.3
-4.4,0.08,0.07,5.6,58.8
-6.3,0,0,0,0
-5.9,0,0,0,0
-6.4,0,0,0,0
-6.2,0,0,0,0
-5.9,0,0,0,0
-6.9,0,0,0,0
-7.6,0,0,0,0
-7.9,0,0,0,0
-9.4,0,0,0,0
-8.3,0,0,0,0
-7.1,0,0,0,0
-7.2,0,0,0,0
-6.1,0,0,0,0
-7.6,0,0,0,0
-9.1,0.09,0.04,0.7,-64.6
-5.9,0.77,0.23,10.1,-53.8
-4.2,2.17,0.34,18.1,-41.6
-2.9,2.44,0.42,24.4,-27.8
-2.8,0.19,0.55,28.2,-12.5
-2.1,0.8,0.75,29,3.8
-1.4,0.83,0.68,26.8,19.8
-1.6,0.19,0.42,21.8,34.5
-2.1,0.55,0.33,14.6,47.5
-2.4,0.2,0.1,5.8,59
-4.2,0,0,0,0
-6.2,0,0,0,0
-5.4,0,0,0,0
-3.6,0,0,0,0
-3.7,0,0,0,0
-3.5,0,0,0,0
-3.6,0,0,0,0
-4,0,0,0,0
-3.6,0,0,0,0
-3.6,0,0,0,0
-3.8,0,0,0,0
-3.9,0,0,0,0
-4.1,0,0,0,0
-3.8,0,0,0,0
-3.6,0.04,0.03,0.8,-64.8
-2.8,0.2,0.19,10.2,-54
-1.9,0.59,0.44,18.4,-41.8
-0.9,2.84,0.35,24.6,-28
0,1.01,0.73,28.4,-12.6
-0.5,1.28,0.74,29.3,3.8
-0.7,2.92,0.36,27,19.8
-0.5,0.62,0.54,22,34.5
-0.7,0.19,0.28,14.8,47.6
-1.2,0.19,0.1,6.1,59.1
-1.8,0,0,0,0
-2.1,0,0,0,0
-1.7,0,0,0,0
-1,0,0,0,0
-2,0,0,0,0
-2.5,0,0,0,0
-3.6,0,0,0,0
-4.2,0,0,0,0
-4.3,0,0,0,0
-4.5,0,0,0,0
-4.9,0,0,0,0
-5.9,0,0,0,0
-5.7,0,0,0,0
-6.1,0,0,0,0
-6.1,0.04,0.03,1,-65.1
-5.7,0.12,0.17,10.4,-54.2
-5.7,0.12,0.31,18.6,-42
-5,0.11,0.42,24.9,-28.1
-3.1,0.19,0.57,28.7,-12.7
-4.6,0.2,0.59,29.5,3.7
-4,0.65,0.69,27.3,19.8
-3.3,0.79,0.56,22.3,34.6
-2.9,0.31,0.32,15.1,47.7
-3.2,0.26,0.11,6.3,59.3
-5.3,0,0,0,0
-4.4,0,0,0,0
