áWaç°èØ (542),,,,
äOãCâ∑[Åé],ñ@ê¸ñ íºíBì˙éÀó (Watanabe)[MJ/hm2],êÖïΩñ ìVãÛì˙éÀó (Watanabe)[MJ/hm2],ëæózçÇìxäp[Åã],ëæózï˚à äp[Åã]
1.0,0.09,0.11,8.5,-54.3
0.7,0.06,0.22,17.7,-43.7
-0.4,0.06,0.31,25.1,-31.0
-0.1,0.14,0.51,30.1,-16.4
-0.5,0.37,0.70,31.8,-0.4
-0.6,0.19,0.57,30.2,15.7
0.0,0.12,0.42,25.4,30.4
0.1,0.09,0.25,18.1,43.1
-0.1,0.09,0.12,9.0,53.9
-1.1,0.01,0.01,0.0,0.0
-0.8,0.00,0.00,0.0,0.0
-1.0,0.00,0.00,0.0,0.0
-1.4,0.00,0.00,0.0,0.0
-2.0,0.00,0.00,0.0,0.0
-2.6,0.00,0.00,0.0,0.0
-3.3,0.00,0.00,0.0,0.0
-4.0,0.00,0.00,0.0,0.0
-4.5,0.00,0.00,0.0,0.0
-5.0,0.00,0.00,0.0,0.0
-5.6,0.00,0.00,0.0,0.0
-5.9,0.00,0.00,0.0,0.0
-6.4,0.00,0.00,0.0,0.0
-6.6,0.00,0.00,0.0,0.0
-6.7,0.01,0.01,0.0,0.0
-6.5,0.33,0.16,8.6,-54.5
-4.6,1.78,0.33,17.8,-43.8
-2.7,2.74,0.29,25.2,-31.2
0.5,2.91,0.32,30.2,-16.6
2.6,2.95,0.33,32.0,-0.5
3.6,2.91,0.32,30.4,15.6
4.0,2.73,0.30,25.6,30.4
3.5,2.39,0.25,18.3,43.1
1.9,0.22,0.15,9.1,53.9
1.2,0.01,0.02,0.0,0.0
0.7,0.00,0.00,0.0,0.0
-0.7,0.00,0.00,0.0,0.0
-0.8,0.00,0.00,0.0,0.0
-1.2,0.00,0.00,0.0,0.0
-1.2,0.00,0.00,0.0,0.0
-0.4,0.00,0.00,0.0,0.0
0.0,0.00,0.00,0.0,0.0
-0.8,0.00,0.00,0.0,0.0
0.1,0.00,0.00,0.0,0.0
1.0,0.00,0.00,0.0,0.0
1.6,0.00,0.00,0.0,0.0
1.8,0.00,0.00,0.0,0.0
2.7,0.00,0.00,0.0,0.0
1.6,0.01,0.01,0.0,0.0
2.0,0.15,0.13,8.6,-54.7
3.2,0.25,0.33,17.8,-44.0
6.0,1.34,0.55,25.3,-31.4
7.9,1.66,0.61,30.3,-16.7
7.7,0.53,0.75,32.1,-0.6
7.6,1.09,0.71,30.5,15.6
7.9,0.08,0.38,25.7,30.4
6.9,0.13,0.30,18.4,43.1
6.5,0.16,0.14,9.3,53.9
5.3,0.01,0.01,0.0,0.0
6.8,0.00,0.00,0.0,0.0
4.8,0.00,0.00,0.0,0.0
4.4,0.00,0.00,0.0,0.0
4.3,0.00,0.00,0.0,0.0
3.6,0.00,0.00,0.0,0.0
3.0,0.00,0.00,0.0,0.0
2.3,0.00,0.00,0.0,0.0
1.8,0.00,0.00,0.0,0.0
0.5,0.00,0.00,0.0,0.0
-0.3,0.00,0.00,0.0,0.0
-0.3,0.00,0.00,0.0,0.0
-0.6,0.00,0.00,0.0,0.0
-0.4,0.00,0.00,0.0,0.0
-0.6,0.01,0.01,0.0,0.0
-0.1,0.09,0.12,8.6,-54.8
0.7,0.07,0.24,17.9,-44.2
2.0,0.07,0.34,25.4,-31.5
4.0,0.09,0.48,30.4,-16.8
6.1,0.72,0.77,32.2,-0.7
6.6,0.06,0.40,30.7,15.5
6.4,0.29,0.53,25.9,30.4
7.1,0.90,0.41,18.6,43.2
7.0,0.13,0.14,9.5,54.0
4.5,0.01,0.01,0.0,0.0
2.3,0.00,0.00,0.0,0.0
1.4,0.00,0.00,0.0,0.0
0.3,0.00,0.00,0.0,0.0
-0.5,0.00,0.00,0.0,0.0
-0.9,0.00,0.00,0.0,0.0
-1.1,0.00,0.00,0.0,0.0
-1.3,0.00,0.00,0.0,0.0
-1.7,0.00,0.00,0.0,0.0
-1.7,0.00,0.00,0.0,0.0
-1.9,0.00,0.00,0.0,0.0
-2.2,0.00,0.00,0.0,0.0
-2.1,0.00,0.00,0.0,0.0
-2.2,0.00,0.00,0.0,0.0
-2.4,0.01,0.01,0.0,0.0
-2.0,0.26,0.15,8.7,-55.0
-0.8,2.01,0.30,18.0,-44.3
2.7,2.72,0.30,25.5,-31.7
7.7,2.84,0.34,30.5,-17.0
10.3,2.90,0.35,32.4,-0.8
10.8,2.83,0.35,30.8,15.4
11.8,2.69,0.32,26.1,30.3
11.0,2.34,0.27,18.8,43.2
10.3,0.96,0.20,9.7,54.0
8.6,0.01,0.02,0.0,0.0
5.9,0.00,0.00,0.0,0.0
3.5,0.00,0.00,0.0,0.0
3.3,0.00,0.00,0.0,0.0
5.3,0.00,0.00,0.0,0.0
9.4,0.00,0.00,0.0,0.0
9.2,0.00,0.00,0.0,0.0
8.7,0.00,0.00,0.0,0.0
11.1,0.00,0.00,0.0,0.0
11.3,0.00,0.00,0.0,0.0
11.7,0.00,0.00,0.0,0.0
11.7,0.00,0.00,0.0,0.0
11.5,0.00,0.00,0.0,0.0
11.5,0.00,0.00,0.0,0.0
12.2,0.01,0.01,0.0,0.0
12.2,0.06,0.10,8.7,-55.2
12.0,0.05,0.21,18.0,-44.5
11.7,0.04,0.28,25.6,-31.9
10.4,0.02,0.28,30.6,-17.1
9.6,0.02,0.23,32.6,-0.9
8.3,0.03,0.22,31.0,15.4
8.2,0.02,0.24,26.3,30.3
7.7,0.05,0.21,19.0,43.2
7.3,0.03,0.09,9.8,54.1
6.4,0.01,0.01,0.0,0.0
5.4,0.00,0.00,0.0,0.0
4.7,0.00,0.00,0.0,0.0
4.3,0.00,0.00,0.0,0.0
3.9,0.00,0.00,0.0,0.0
3.8,0.00,0.00,0.0,0.0
3.7,0.00,0.00,0.0,0.0
3.6,0.00,0.00,0.0,0.0
3.3,0.00,0.00,0.0,0.0
3.1,0.00,0.00,0.0,0.0
2.7,0.00,0.00,0.0,0.0
2.5,0.00,0.00,0.0,0.0
1.5,0.00,0.00,0.0,0.0
1.4,0.00,0.00,0.0,0.0
1.4,0.01,0.01,0.0,0.0
1.2,0.03,0.08,8.8,-55.4
1.0,0.02,0.17,18.1,-44.7
1.4,0.01,0.21,25.7,-32.1
2.4,0.02,0.21,30.8,-17.3
2.5,0.01,0.23,32.7,-1.0
2.3,0.00,0.26,31.2,15.3
1.7,0.03,0.24,26.5,30.3
1.6,0.03,0.18,19.2,43.2
0.7,0.03,0.09,10.0,54.1
0.7,0.01,0.01,0.0,0.0
0.7,0.00,0.00,0.0,0.0
0.6,0.00,0.00,0.0,0.0
0.5,0.00,0.00,0.0,0.0
0.2,0.00,0.00,0.0,0.0
0.2,0.00,0.00,0.0,0.0
0.2,0.00,0.00,0.0,0.0
0.6,0.00,0.00,0.0,0.0
0.6,0.00,0.00,0.0,0.0
0.6,0.00,0.00,0.0,0.0
0.4,0.00,0.00,0.0,0.0
0.5,0.00,0.00,0.0,0.0
0.5,0.00,0.00,0.0,0.0
0.3,0.00,0.00,0.0,0.0
-0.1,0.01,0.01,0.0,0.0
0.0,0.07,0.10,8.8,-55.6
0.6,0.24,0.34,18.2,-44.9
1.2,0.05,0.30,25.8,-32.2
0.9,0.04,0.35,30.9,-17.4
0.9,0.03,0.34,32.9,-1.1
1.2,0.02,0.30,31.4,15.3
0.8,0.04,0.27,26.6,30.3
2.0,0.03,0.21,19.3,43.3
0.4,0.04,0.10,10.2,54.2
0.6,0.01,0.01,0.0,0.0
0.7,0.00,0.00,0.0,0.0
0.5,0.00,0.00,0.0,0.0
0.4,0.00,0.00,0.0,0.0
