áTbä‚å©ëÚ (59)-A5,,,,
äOãCâ∑[Åé],ñ@ê¸ñ íºíBì˙éÀó (Watanabe)[MJ/hm2],êÖïΩñ ìVãÛì˙éÀó (Watanabe)[MJ/hm2],ëæózçÇìxäp[Åã],ëæózï˚à äp[Åã]
-6.9,0,0,0,0
-6.7,0,0,0,0
-6.9,0,0,0,0
-6.9,0,0,0,0
-5.4,0,0,0,0
-5.6,0,0,0,0
-6.6,0.01,0.01,0,0
-6.8,0.19,0.13,7.2,-48.7
-6.7,0.14,0.26,14.7,-36.8
-8.1,0.16,0.38,20.2,-23.6
-8.8,0.23,0.52,23.2,-9.1
-8.6,0.71,0.64,23.5,6
-8.2,2.3,0.44,21,20.6
-8.3,2.76,0.28,16,34.2
-9.2,1.62,0.2,8.9,46.3
-11,0.01,0.02,0.3,57.2
-11.9,0,0,0,0
-13.5,0,0,0,0
-13,0,0,0,0
-13.7,0,0,0,0
-13.1,0,0,0,0
-13.9,0,0,0,0
-13.8,0,0,0,0
-13.8,0,0,0,0
-14.3,0,0,0,0
-13.8,0,0,0,0
-13.3,0,0,0,0
-14,0,0,0,0
-13.2,0,0,0,0
-12.6,0,0,0,0
-12.6,0.01,0.01,0,0
-12.7,0.32,0.16,7.2,-48.8
-12.5,2.66,0.26,14.7,-37
-11.4,3.25,0.28,20.2,-23.7
-9.7,1.57,0.6,23.3,-9.2
-11.5,0.98,0.65,23.6,5.8
-8.2,1.93,0.5,21.1,20.5
-7.9,2.86,0.26,16.1,34.1
-8.5,0.86,0.23,9,46.3
-10.2,0.05,0.04,0.5,57.2
-10.1,0,0,0,0
-8.2,0,0,0,0
-7.6,0,0,0,0
-4.3,0,0,0,0
-3.5,0,0,0,0
-3.7,0,0,0,0
-3.2,0,0,0,0
-2.6,0,0,0,0
-2.4,0,0,0,0
-2,0,0,0,0
-1.9,0,0,0,0
-2.5,0,0,0,0
-1.8,0,0,0,0
-1.1,0,0,0,0
-0.9,0.01,0.01,0,0
-0.9,0.13,0.12,7.2,-49
-0.2,1.09,0.38,14.7,-37.1
1.1,0.56,0.53,20.3,-23.8
1.9,0.18,0.49,23.4,-9.3
2.2,0.11,0.42,23.7,5.7
2.8,0.12,0.37,21.3,20.5
2.5,0.08,0.25,16.2,34.1
1.5,0.08,0.13,9.2,46.3
2,0.01,0.02,0.6,57.1
2.3,0,0,0,0
2.3,0,0,0,0
2.8,0,0,0,0
3.1,0,0,0,0
2.8,0,0,0,0
2.2,0,0,0,0
1.9,0,0,0,0
1.5,0,0,0,0
1.3,0,0,0,0
1.6,0,0,0,0
1.6,0,0,0,0
1.3,0,0,0,0
0.5,0,0,0,0
0.7,0,0,0,0
0.6,0.01,0.01,0,0
0.8,0.18,0.13,7.3,-49.1
1.3,0.17,0.29,14.8,-37.3
1.5,0.14,0.4,20.3,-24
2.4,0.72,0.64,23.5,-9.5
1.4,0.73,0.65,23.8,5.6
2.2,2.77,0.38,21.4,20.4
1.6,1.16,0.43,16.4,34
1.4,0.16,0.17,9.3,46.2
0.9,0.05,0.04,0.8,57.1
0.6,0,0,0,0
-0.2,0,0,0,0
-0.1,0,0,0,0
-0.4,0,0,0,0
-0.4,0,0,0,0
-0.3,0,0,0,0
-1,0,0,0,0
-1.6,0,0,0,0
-2,0,0,0,0
-2.5,0,0,0,0
-2.2,0,0,0,0
-2,0,0,0,0
-1.4,0,0,0,0
-2.9,0,0,0,0
-3.6,0.01,0.01,0,0
-3.3,0.7,0.18,7.3,-49.3
-3.3,1.46,0.37,14.8,-37.4
0.1,0.37,0.49,20.4,-24.1
-1.1,0.08,0.41,23.6,-9.6
-1,0.14,0.46,24,5.5
-0.6,0.14,0.41,21.5,20.3
-0.9,0.56,0.42,16.5,34
-0.9,0.31,0.2,9.5,46.2
-0.9,0.05,0.04,0.9,57.1
-2.1,0,0,0,0
-2.7,0,0,0,0
-3.6,0,0,0,0
-4.1,0,0,0,0
-4.6,0,0,0,0
-5.5,0,0,0,0
-5.9,0,0,0,0
-7.3,0,0,0,0
-8,0,0,0,0
-5.1,0,0,0,0
-3.7,0,0,0,0
-4.4,0,0,0,0
-5.6,0,0,0,0
-5.4,0,0,0,0
-6.4,0.01,0.02,0,0
-6.9,2.1,0.17,7.3,-49.4
-4.7,2.76,0.25,14.8,-37.6
-2.7,3.35,0.26,20.5,-24.3
-2.1,3.55,0.28,23.7,-9.7
-1.7,3.59,0.28,24.1,5.4
-1.5,3.43,0.26,21.7,20.2
-1.4,2.99,0.26,16.7,33.9
-1.4,1.32,0.24,9.6,46.2
-2.9,0.1,0.05,1.1,57.1
-2.3,0,0,0,0
-4.4,0,0,0,0
-4.3,0,0,0,0
-4,0,0,0,0
-3.7,0,0,0,0
-4.6,0,0,0,0
-3.5,0,0,0,0
-3.8,0,0,0,0
-4.3,0,0,0,0
-4.2,0,0,0,0
-4,0,0,0,0
-3.6,0,0,0,0
-3.2,0,0,0,0
-2.3,0,0,0,0
-2.3,0.01,0.01,0,0
-2.6,0.06,0.08,7.4,-49.6
-2.2,0.05,0.2,14.9,-37.7
-1.6,0.08,0.31,20.6,-24.4
-1.3,0.1,0.38,23.8,-9.8
-0.7,0.16,0.48,24.2,5.3
-1.6,0.07,0.35,21.8,20.2
-2,0.06,0.24,16.8,33.9
-2.4,0.05,0.12,9.8,46.2
-2.9,0.01,0.02,1.2,57.1
-3.2,0,0,0,0
-3.6,0,0,0,0
-3.7,0,0,0,0
-4,0,0,0,0
-4.8,0,0,0,0
-4.8,0,0,0,0
-4.2,0,0,0,0
-4.6,0,0,0,0
-4.2,0,0,0,0
-4.3,0,0,0,0
-3.9,0,0,0,0
-4.4,0,0,0,0
-4.6,0,0,0,0
-4.3,0,0,0,0
-5.1,0.01,0.01,0,0
-4.3,1.02,0.18,7.4,-49.7
-3.7,2.46,0.29,15,-37.9
-2.4,2.96,0.34,20.6,-24.6
-1.2,0.89,0.66,23.9,-10
-0.9,0.23,0.53,24.3,5.2
-0.2,0.23,0.48,21.9,20.1
-0.2,0.32,0.38,17,33.9
0.5,0.85,0.25,9.9,46.2
-0.8,0.56,0.07,1.4,57.1
-2,0,0,0,0
-2.2,0,0,0,0
-3,0,0,0,0
-2.6,0,0,0,0
-3.3,0,0,0,0
