áTaêVìæ (117),,,,
äOãCâ∑[Åé],ñ@ê¸ñ íºíBì˙éÀó (Watanabe)[MJ/hm2],êÖïΩñ ìVãÛì˙éÀó (Watanabe)[MJ/hm2],ëæózçÇìxäp[Åã],ëæózï˚à äp[Åã]
-12.8,0.00,0.00,0.0,0.0
-13.1,0.00,0.00,0.0,0.0
-14.0,0.00,0.00,0.0,0.0
-14.5,0.00,0.00,0.0,0.0
-15.7,0.00,0.00,0.0,0.0
-15.3,0.00,0.00,0.0,0.0
-7.2,0.01,0.02,0.0,0.0
-7.6,0.18,0.13,8.3,-49.6
-7.2,1.24,0.33,15.9,-37.6
-6.1,2.63,0.26,21.5,-24.2
-5.2,2.36,0.36,24.7,-9.4
-4.6,0.99,0.57,25.0,5.9
-4.8,0.16,0.40,22.5,20.9
-4.6,0.18,0.30,17.4,34.7
-5.7,0.18,0.17,10.2,47.0
-5.9,0.08,0.04,1.5,58.0
-6.7,0.00,0.00,0.0,0.0
-7.1,0.00,0.00,0.0,0.0
-8.1,0.00,0.00,0.0,0.0
-8.7,0.00,0.00,0.0,0.0
-9.9,0.00,0.00,0.0,0.0
-10.8,0.00,0.00,0.0,0.0
-9.1,0.00,0.00,0.0,0.0
-13.1,0.00,0.00,0.0,0.0
-14.1,0.00,0.00,0.0,0.0
-15.1,0.00,0.00,0.0,0.0
-16.8,0.00,0.00,0.0,0.0
-17.4,0.00,0.00,0.0,0.0
-17.6,0.00,0.00,0.0,0.0
-18.6,0.00,0.00,0.0,0.0
-18.3,0.01,0.02,0.0,0.0
-17.0,0.32,0.15,8.4,-49.8
-12.6,1.46,0.32,16.0,-37.8
-6.0,2.86,0.22,21.6,-24.3
-6.0,2.60,0.32,24.8,-9.5
-5.3,1.53,0.52,25.2,5.9
-6.0,1.45,0.47,22.7,20.9
-6.8,1.80,0.32,17.5,34.7
-6.3,0.74,0.22,10.4,47.0
-6.8,0.23,0.05,1.7,58.0
-8.2,0.00,0.00,0.0,0.0
-9.1,0.00,0.00,0.0,0.0
-9.2,0.00,0.00,0.0,0.0
-9.5,0.00,0.00,0.0,0.0
-10.1,0.00,0.00,0.0,0.0
-10.9,0.00,0.00,0.0,0.0
-11.6,0.00,0.00,0.0,0.0
-10.3,0.00,0.00,0.0,0.0
-10.2,0.00,0.00,0.0,0.0
-10.6,0.00,0.00,0.0,0.0
-10.7,0.00,0.00,0.0,0.0
-10.8,0.00,0.00,0.0,0.0
-10.9,0.00,0.00,0.0,0.0
-11.0,0.00,0.00,0.0,0.0
-11.6,0.01,0.01,0.0,0.0
-11.5,0.12,0.12,8.5,-50.0
-10.3,1.10,0.34,16.1,-38.0
-8.9,1.34,0.46,21.8,-24.5
-8.1,0.44,0.55,25.0,-9.7
-7.9,0.20,0.47,25.4,5.8
