áTbéx‚îåŒî» (49),,,,
äOãCâ∑[Åé],ñ@ê¸ñ íºíBì˙éÀó (Watanabe)[MJ/hm2],êÖïΩñ ìVãÛì˙éÀó (Watanabe)[MJ/hm2],ëæózçÇìxäp[Åã],ëæózï˚à äp[Åã]
-7.6,0.00,0.00,0.0,0.0
-9.8,0.00,0.00,0.0,0.0
-7.0,0.00,0.00,0.0,0.0
-6.9,0.00,0.00,0.0,0.0
-6.8,0.00,0.00,0.0,0.0
-6.5,0.01,0.01,0.0,0.0
-6.0,0.22,0.13,7.7,-50.7
-5.9,0.18,0.26,15.5,-38.9
-5.6,0.11,0.33,21.4,-25.6
-5.9,0.85,0.57,24.8,-10.9
-6.1,1.67,0.50,25.4,4.5
-4.7,1.63,0.46,23.1,19.6
-4.9,1.69,0.34,18.2,33.5
-5.3,0.96,0.23,11.2,46.0
-6.2,0.15,0.04,2.5,57.0
-6.4,0.00,0.00,0.0,0.0
-6.2,0.00,0.00,0.0,0.0
-6.4,0.00,0.00,0.0,0.0
-6.7,0.00,0.00,0.0,0.0
-7.0,0.00,0.00,0.0,0.0
-7.0,0.00,0.00,0.0,0.0
-6.9,0.00,0.00,0.0,0.0
-6.7,0.00,0.00,0.0,0.0
-6.7,0.00,0.00,0.0,0.0
-7.0,0.00,0.00,0.0,0.0
-7.0,0.00,0.00,0.0,0.0
-6.9,0.00,0.00,0.0,0.0
-6.8,0.00,0.00,0.0,0.0
-6.6,0.00,0.00,0.0,0.0
-6.6,0.01,0.01,0.0,0.0
-6.8,0.12,0.11,7.8,-50.9
-6.6,0.16,0.26,15.6,-39.1
-5.8,0.41,0.46,21.5,-25.7
-5.5,0.74,0.58,25.0,-11.0
-5.5,0.73,0.59,25.6,4.4
-5.7,0.30,0.47,23.3,19.5
-6.1,0.76,0.41,18.4,33.5
-5.2,0.18,0.18,11.3,46.0
-5.8,0.67,0.06,2.7,57.0
-5.6,0.00,0.00,0.0,0.0
-6.1,0.00,0.00,0.0,0.0
-6.3,0.00,0.00,0.0,0.0
-6.2,0.00,0.00,0.0,0.0
-7.4,0.00,0.00,0.0,0.0
-7.3,0.00,0.00,0.0,0.0
-6.4,0.00,0.00,0.0,0.0
-6.9,0.00,0.00,0.0,0.0
-6.3,0.00,0.00,0.0,0.0
-6.4,0.00,0.00,0.0,0.0
-6.3,0.00,0.00,0.0,0.0
-6.1,0.00,0.00,0.0,0.0
-6.1,0.00,0.00,0.0,0.0
-6.1,0.00,0.00,0.0,0.0
-6.3,0.01,0.01,0.0,0.0
-5.7,0.15,0.12,7.9,-51.1
-5.2,0.13,0.25,15.7,-39.2
-4.9,1.69,0.42,21.6,-25.9
-3.9,2.13,0.42,25.1,-11.1
-3.3,2.16,0.42,25.8,4.3
-3.0,0.97,0.53,23.5,19.5
-3.0,1.51,0.37,18.6,33.5
-3.2,0.78,0.24,11.5,46.0
-3.7,0.15,0.04,2.9,57.1
-3.9,0.00,0.00,0.0,0.0
-3.9,0.00,0.00,0.0,0.0
-4.2,0.00,0.00,0.0,0.0
-4.0,0.00,0.00,0.0,0.0
-5.4,0.00,0.00,0.0,0.0
-3.9,0.00,0.00,0.0,0.0
-3.9,0.00,0.00,0.0,0.0
-4.1,0.00,0.00,0.0,0.0
-4.3,0.00,0.00,0.0,0.0
-4.0,0.00,0.00,0.0,0.0
-4.3,0.00,0.00,0.0,0.0
-4.0,0.00,0.00,0.0,0.0
-3.1,0.00,0.00,0.0,0.0
-2.6,0.00,0.00,0.0,0.0
-1.7,0.01,0.01,0.0,0.0
-1.3,0.03,0.08,8.0,-51.2
-0.9,0.03,0.15,15.8,-39.4
-0.4,0.02,0.20,21.8,-26.0
-0.6,0.05,0.31,25.3,-11.3
-1.6,0.06,0.31,26.0,4.2
-1.4,0.09,0.34,23.7,19.5
-2.2,0.05,0.23,18.8,33.5
-3.3,0.07,0.14,11.7,46.0
-3.8,0.12,0.04,3.1,57.1
-5.1,0.00,0.00,0.0,0.0
-5.3,0.00,0.00,0.0,0.0
-6.3,0.00,0.00,0.0,0.0
-7.1,0.00,0.00,0.0,0.0
-7.6,0.00,0.00,0.0,0.0
-7.8,0.00,0.00,0.0,0.0
-7.9,0.00,0.00,0.0,0.0
-7.8,0.00,0.00,0.0,0.0
-7.6,0.00,0.00,0.0,0.0
-8.0,0.00,0.00,0.0,0.0
-7.8,0.00,0.00,0.0,0.0
-7.8,0.00,0.00,0.0,0.0
-8.0,0.00,0.00,0.0,0.0
-8.4,0.00,0.00,0.0,0.0
-9.0,0.01,0.01,0.0,0.0
-8.7,0.08,0.10,8.1,-51.4
-8.5,0.07,0.20,15.9,-39.6
-8.3,0.05,0.27,21.9,-26.2
-8.2,0.09,0.38,25.5,-11.4
-8.7,0.22,0.50,26.1,4.2
-8.5,0.30,0.49,23.9,19.4
-8.6,0.22,0.35,19.0,33.5
-9.7,0.13,0.18,11.9,46.1
-9.7,0.11,0.04,3.3,57.2
-10.0,0.00,0.00,0.0,0.0
-10.1,0.00,0.00,0.0,0.0
-10.3,0.00,0.00,0.0,0.0
-9.8,0.00,0.00,0.0,0.0
-9.9,0.00,0.00,0.0,0.0
-10.0,0.00,0.00,0.0,0.0
-10.3,0.00,0.00,0.0,0.0
-10.2,0.00,0.00,0.0,0.0
-10.6,0.00,0.00,0.0,0.0
-10.6,0.00,0.00,0.0,0.0
-10.6,0.00,0.00,0.0,0.0
-11.0,0.00,0.00,0.0,0.0
-11.0,0.00,0.00,0.0,0.0
-10.4,0.00,0.00,0.0,0.0
-10.6,0.01,0.01,0.0,0.0
-10.8,0.22,0.14,8.2,-51.6
-9.7,0.25,0.30,16.0,-39.7
-9.3,1.12,0.49,22.1,-26.3
-8.5,2.06,0.44,25.6,-11.5
-7.3,2.07,0.45,26.3,4.1
-7.5,0.90,0.55,24.1,19.4
-7.8,0.16,0.33,19.2,33.5
-7.9,0.36,0.23,12.1,46.1
-8.1,0.42,0.06,3.5,57.3
-8.3,0.00,0.00,0.0,0.0
-8.8,0.00,0.00,0.0,0.0
-9.1,0.00,0.00,0.0,0.0
-8.2,0.00,0.00,0.0,0.0
-7.9,0.00,0.00,0.0,0.0
-8.4,0.00,0.00,0.0,0.0
-8.6,0.00,0.00,0.0,0.0
-7.7,0.00,0.00,0.0,0.0
-7.3,0.00,0.00,0.0,0.0
-7.2,0.00,0.00,0.0,0.0
-7.5,0.00,0.00,0.0,0.0
-7.9,0.00,0.00,0.0,0.0
-7.7,0.00,0.00,0.0,0.0
-8.3,0.00,0.00,0.0,0.0
-7.6,0.01,0.01,0.0,0.0
-7.9,0.17,0.13,8.3,-51.8
-7.2,0.27,0.31,16.2,-39.9
-6.6,1.57,0.45,22.2,-26.5
-6.3,2.36,0.38,25.8,-11.6
-5.9,2.36,0.39,26.5,4.0
-6.4,1.89,0.44,24.3,19.4
-6.8,1.18,0.42,19.4,33.5
-7.5,0.50,0.25,12.3,46.2
-7.9,0.81,0.07,3.7,57.3
-8.5,0.00,0.00,0.0,0.0
-8.7,0.00,0.00,0.0,0.0
-9.3,0.00,0.00,0.0,0.0
-9.4,0.00,0.00,0.0,0.0
-9.6,0.00,0.00,0.0,0.0
-9.6,0.00,0.00,0.0,0.0
-9.6,0.00,0.00,0.0,0.0
-9.4,0.00,0.00,0.0,0.0
-9.5,0.00,0.00,0.0,0.0
-9.3,0.00,0.00,0.0,0.0
-8.9,0.00,0.00,0.0,0.0
-8.8,0.00,0.00,0.0,0.0
-9.0,0.00,0.00,0.0,0.0
-8.8,0.00,0.00,0.0,0.0
-8.8,0.01,0.02,0.0,0.0
-8.4,0.20,0.14,8.4,-52.0
-8.2,0.26,0.31,16.3,-40.1
-7.4,1.14,0.50,22.4,-26.6
-7.1,2.63,0.33,26.0,-11.7
-6.2,2.67,0.33,26.8,3.9
-5.7,2.59,0.32,24.5,19.3
-5.8,2.29,0.29,19.6,33.6
-6.2,1.67,0.23,12.5,46.2
-6.8,1.28,0.07,3.9,57.4
-7.4,0.00,0.00,0.0,0.0
-7.7,0.00,0.00,0.0,0.0
-8.0,0.00,0.00,0.0,0.0
-8.0,0.00,0.00,0.0,0.0
-7.8,0.00,0.00,0.0,0.0
-9.6,0.00,0.00,0.0,0.0
-8.2,0.00,0.00,0.0,0.0
-9.0,0.00,0.00,0.0,0.0
-8.9,0.00,0.00,0.0,0.0
-10.0,0.00,0.00,0.0,0.0
-9.5,0.00,0.00,0.0,0.0
-8.7,0.00,0.00,0.0,0.0
-8.2,0.00,0.00,0.0,0.0
-8.0,0.00,0.00,0.0,0.0
-7.6,0.01,0.01,0.0,0.0
-8.0,0.15,0.13,8.5,-52.2
-6.0,0.12,0.25,16.5,-40.3
-5.5,0.16,0.39,22.6,-26.8
-5.7,0.09,0.39,26.2,-11.9
-5.4,0.82,0.63,27.0,3.9
-4.8,1.56,0.51,24.8,19.3
-4.6,1.73,0.37,19.8,33.6
-5.1,1.22,0.26,12.8,46.3
-6.1,0.86,0.08,4.1,57.5
-6.8,0.00,0.00,0.0,0.0
-7.0,0.00,0.00,0.0,0.0
-7.3,0.00,0.00,0.0,0.0
-7.3,0.00,0.00,0.0,0.0
-7.4,0.00,0.00,0.0,0.0
-7.6,0.00,0.00,0.0,0.0
-7.7,0.00,0.00,0.0,0.0
-7.4,0.00,0.00,0.0,0.0
-7.3,0.00,0.00,0.0,0.0
-7.1,0.00,0.00,0.0,0.0
-6.7,0.00,0.00,0.0,0.0
-6.6,0.00,0.00,0.0,0.0
-6.7,0.00,0.00,0.0,0.0
-6.8,0.00,0.00,0.0,0.0
-6.5,0.01,0.02,0.0,0.0
-6.7,0.20,0.14,8.6,-52.4
-6.3,0.25,0.31,16.6,-40.4
-5.7,0.44,0.49,22.7,-26.9
-5.1,2.49,0.36,26.4,-12.0
-5.0,2.05,0.47,27.2,3.8
-4.1,2.44,0.35,25.0,19.3
-3.8,2.18,0.31,20.1,33.6
-3.8,1.59,0.24,13.0,46.4
-4.6,1.02,0.08,4.3,57.6
-5.3,0.00,0.00,0.0,0.0
-5.6,0.00,0.00,0.0,0.0
-6.7,0.00,0.00,0.0,0.0
-7.0,0.00,0.00,0.0,0.0
-7.7,0.00,0.00,0.0,0.0
-9.4,0.00,0.00,0.0,0.0
-9.7,0.00,0.00,0.0,0.0
-9.2,0.00,0.00,0.0,0.0
-9.5,0.00,0.00,0.0,0.0
-9.4,0.00,0.00,0.0,0.0
-9.7,0.00,0.00,0.0,0.0
-9.9,0.00,0.00,0.0,0.0
-9.7,0.00,0.00,0.0,0.0
-8.4,0.00,0.00,0.0,0.0
-7.7,0.01,0.01,0.0,0.0
-7.2,0.09,0.12,8.8,-52.6
-5.1,0.14,0.26,16.8,-40.6
-3.4,0.95,0.52,22.9,-27.1
-2.6,0.60,0.61,26.6,-12.1
-2.7,0.60,0.63,27.4,3.7
-2.2,0.25,0.49,25.2,19.3
-1.7,0.08,0.27,20.3,33.7
-1.9,0.09,0.18,13.2,46.4
-2.4,0.11,0.06,4.5,57.7
-2.3,0.00,0.00,0.0,0.0
-2.6,0.00,0.00,0.0,0.0
-2.9,0.00,0.00,0.0,0.0
-3.6,0.00,0.00,0.0,0.0
